price,contracts,side,cum_contracts,price_cents
0.28,23756.14,yes_bid,23756.14,28.000000000000004
0.279,25095.0,yes_bid,48851.14,27.900000000000002
0.278,25186.0,yes_bid,74037.14,27.800000000000004
0.27,44448.0,yes_bid,118485.14,27.0
0.269,44616.0,yes_bid,163101.14,26.900000000000002
0.268,44784.0,yes_bid,207885.14,26.8
0.01,1.0,yes_bid,207886.14,1.0
