best_yes_bid_cents,best_yes_bid_size,implied_yes_ask_cents,implied_yes_ask_size,spread_cents,midpoint_cents,total_yes_bid_depth,total_implied_yes_ask_depth,yes_bid_levels,implied_yes_ask_levels
28.000000000000004,23756.14,31.000000000000007,27428.6,3.0000000000000027,29.500000000000004,207886.14,72382.6,7,3
