target_quantity,filled_quantity,unfilled_quantity,avg_price_cents,worst_price_cents,total_cost_dollars,best_ask_cents,slippage_vs_best_ask_cents
10,10.0,0,31.000000000000007,31.000000000000007,3.1000000000000005,31.000000000000007,0.0
100,100.0,0,31.000000000000007,31.000000000000007,31.000000000000007,31.000000000000007,0.0
500,500.0,0,31.000000000000007,31.000000000000007,155.00000000000003,31.000000000000007,0.0
1000,1000.0,0,31.000000000000007,31.000000000000007,310.00000000000006,31.000000000000007,0.0
5000,5000.0,0,31.000000000000007,31.000000000000007,1550.0000000000002,31.000000000000007,0.0
10000,10000.0,0,31.000000000000007,31.000000000000007,3100.0000000000005,31.000000000000007,0.0
