timestamp_utc,open_interest,volume,trade_open,trade_high,trade_low,trade_close,trade_mean,trade_previous,yes_bid_close,yes_ask_close,timestamp_et,midpoint,spread,trade_close_filled
2026-04-29 20:22:00+00:00,314380.27,0.0,,,,,,0.563,0.544,0.562,2026-04-29 16:22:00-04:00,0.553,0.018000000000000016,0.563
2026-04-29 20:24:00+00:00,314380.27,0.0,,,,,,0.563,0.544,0.562,2026-04-29 16:24:00-04:00,0.553,0.018000000000000016,0.563
2026-04-29 20:26:00+00:00,314380.27,0.0,,,,,,0.563,0.544,0.562,2026-04-29 16:26:00-04:00,0.553,0.018000000000000016,0.563
2026-04-29 20:29:00+00:00,314380.27,0.0,,,,,,0.563,0.544,0.562,2026-04-29 16:29:00-04:00,0.553,0.018000000000000016,0.563
2026-04-29 20:31:00+00:00,314380.27,0.0,,,,,,0.563,0.544,0.562,2026-04-29 16:31:00-04:00,0.553,0.018000000000000016,0.563
2026-04-29 20:32:00+00:00,314380.7,206.68,0.544,0.544,0.543,0.543,0.5433,0.563,0.543,0.562,2026-04-29 16:32:00-04:00,0.5525,0.019000000000000017,0.543
2026-04-29 20:33:00+00:00,314380.7,0.0,,,,,,0.543,0.542,0.561,2026-04-29 16:33:00-04:00,0.5515000000000001,0.019000000000000017,0.543
2026-04-29 20:40:00+00:00,314380.7,0.0,,,,,,0.543,0.546,0.561,2026-04-29 16:40:00-04:00,0.5535000000000001,0.015000000000000013,0.543
2026-04-29 20:41:00+00:00,314380.7,0.0,,,,,,0.543,0.547,0.567,2026-04-29 16:41:00-04:00,0.5569999999999999,0.019999999999999907,0.543
2026-04-29 20:43:00+00:00,314380.7,0.0,,,,,,0.543,0.547,0.567,2026-04-29 16:43:00-04:00,0.5569999999999999,0.019999999999999907,0.543
2026-04-29 20:51:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 16:51:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 20:53:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 16:53:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 20:55:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 16:55:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 20:57:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 16:57:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 20:59:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 16:59:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:02:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 17:02:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:04:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 17:04:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:06:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 17:06:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:08:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 17:08:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:10:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 17:10:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:12:00+00:00,314380.7,0.0,,,,,,0.543,0.548,0.567,2026-04-29 17:12:00-04:00,0.5575,0.018999999999999906,0.543
2026-04-29 21:14:00+00:00,314380.7,0.0,,,,,,0.543,0.549,0.568,2026-04-29 17:14:00-04:00,0.5585,0.018999999999999906,0.543
2026-04-29 21:16:00+00:00,314380.7,0.0,,,,,,0.543,0.549,0.568,2026-04-29 17:16:00-04:00,0.5585,0.018999999999999906,0.543
2026-04-29 21:27:00+00:00,314380.7,0.0,,,,,,0.543,0.549,0.567,2026-04-29 17:27:00-04:00,0.558,0.017999999999999905,0.543
