event_time_et,window_hours,price_2h_before_start_cents,price_just_before_cents,price_just_after_cents,price_2h_after_end_cents,pre_event_move_cents,post_event_move_cents,volume_before,volume_after,volume_ratio_after_before,avg_spread_before_cents,avg_spread_after_cents
2026-04-29T14:00:00-04:00,2,51.5,54.7,54.75000000000001,54.7,3.200000000000003,-0.050000000000005596,5476.12,16715.69,3.052469631783087,1.4909090909090916,1.8951612903225803
