best_yes_bid_cents,best_yes_bid_size,implied_yes_ask_cents,implied_yes_ask_size,spread_cents,midpoint_cents,total_yes_bid_depth,total_implied_yes_ask_depth,yes_bid_levels,implied_yes_ask_levels
53.900000000000006,61.68,55.00000000000001,66.73,1.100000000000001,54.449999999999996,71929.7,32668.21,43,40
